scheme_code,scheme_name,category,status
144707,Aditya Birla Sun Life Fixed Term Plan - Series QX (1103 days) - Direct Plan-Growth,Other,ok
144709,Tata Fixed Maturity Plan Series 55 Scheme H-Direct Plan-Growth,Other,skip
144725,IDFC Fixed Term Plan Series 161 DIRECT PLAN-GROWTH (1098 days),Other,ok
144728,Sundaram Emerging Small Cap Series VI Direct Plan - Growth,Small Cap,ok
144736,UTI Fixed Term Income Fund Series XXX-III (1106 days) - Direct Plan - Growth Option,Other,ok
144746,HDFC FMP 1122D August 2018 (1) - Growth Option - Direct Plan,Other,ok
144751,Aditya Birla Sun Life Fixed Term Plan - Series QY (1100 days) - Direct Plan-Growth,Other,ok
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,Short Duration,ok
144764,Franklin India Fixed Maturity Plans Series4 - Plan D (1098 days) Growth- Direct,Other,ok
144770,Nippon India Fixed Horizon Fund XXXIX- Series 2- Direct Plan- Growth Option,Other,ok
144775,Reliance Fixed Horizon Fund XXXIX- Series 3- Direct Plan- Growth Option,Other,skip
144800,HDFC FMP 1487D August 2018 (1) - Growth Option - Direct Plan,Other,ok
144804,HDFC FMP 1105D August 2018 (2) - Growth Option - Direct Plan,Other,ok
144810,HDFC FMP 91D August 2018(1)-Direct Plan-Growth Option,Other,skip
144819,ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Cumulative Option,Other,ok
144823,DSP FMP Series - 244 - 36M - Direct Plan - Growth,Other,ok
144826,Axis Fixed Term Plan - Series 96 (1124 Days) - Direct Plan - Growth Option,Other,ok
144835,Sundaram Services Fund Direct Plan - Growth,Other,ok
144842,SBI Debt Fund Series C - 23 - (1100 Days) - Direct Plan - Growth,Other,ok
144850,Kotak FMP Series 243-Direct Plan -Growth Option,Other,ok
144851,Kotak FMP Series 243-Direct Plan - Payout of Income Distribution cum capital withdrawal Option,Other,ok
144861,HDFC FMP 1115D September 2018 (1) - Growth Option - Direct Plan,Other,ok
144868,Axis Fixed Term Plan - Series 97 (1116 Days) - Direct Plan - Growth Option,Other,ok
144879,Invesco India Fixed Maturity Plan - Series 32 - Plan E - Direct - Growth,Other,ok
144882,TATA Fixed Maturity Plan Series 55 Sch I Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Other,ok
144883,Tata Fixed Maturity Plan Series 55 Scheme I-Direct Plan-Growth,Other,ok
144885,Tata Fixed Maturity Plan Series 55 Scheme J-Direct Plan-Growth,Other,skip
144889,Nippon India India Opportunities Fund - Series A - Direct Plan - Growth Option,Other,ok
144894,Aditya Birla Sun Life Fixed Term Plan - Series RA (1100 days) - Direct Plan-Growth,Other,ok
144899,Nippon India Fixed Horizon Fund XXXIX- Series 4- Direct Plan- Growth Option,Other,ok
144905,Shriram Flexi Cap Fund - Direct Growth,Flexi Cap,ok
144910,Nippon India Fixed Horizon Fund XXXIX- Series 5- Direct Plan- Growth Option,Other,ok
144912,L&T FMP Series XVII - Plan C - Direct Plan - Growth Option,Other,ok
144918,SBI Debt Fund Series C - 24 - (1100 Days) - Direct Plan - Growth,Other,ok
144931,Invesco India Fixed Maturity Plan - Series 33 - Plan A - Direct - Growth,Other,skip
144934,Nippon India Fixed Horizon Fund XXXIX- Series 6- Direct Plan- Growth Option,Other,ok
144938,Reliance Fixed Horizon Fund XXXIX- Series 7- Direct Plan- Growth Option,Other,skip
144944,ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Direct Plan Cumulative Option,Other,ok
144954,UTI - Fixed Term Income Fund Series XXX-IV (1125 Days) - Direct Plan - Growth Option,Other,ok
144959,Franklin India Fixed Maturit Plans- Series 4- Plan E (1098 days)- Growth - Direct,Other,ok
144981,HDFC FMP 1381D September 2018 (1) - Growth Option - Direct Plan,Other,ok
144983,TATA Fixed Maturity Plan Series 56 Sch A Direct Plan -Payout of Income Distribution cum capital withdrawal option ,Other,ok
144985,Tata Fixed Maturity Plan Series 56 Scheme A-Direct Plan-Growth,Other,ok
144988,Sundaram Emerging Small Cap VII Direct Plan - Growth,Small Cap,ok
144992,SBI Debt Fund Series C - 25 - (1100 Days) - Direct Plan - Growth,Other,ok
144994,Indiabulls Savings Fund - Direct Plan - Growth Option,Other,ok
145006,Kotak FMP Series 245-Direct Plan-Growth Option,Other,ok
145007,Kotak FMP Series 245-Direct Plan-Payout of Income Distribution cum capital withdrawal Option,Other,ok
145009,UTI - Fixed Term Income Fund Series XXX-V (1135 Days) - Direct Plan - Growth Option,Other,ok
145018,ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Direct Plan Cumulative Option,Other,ok
145028,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Direct Plan Cumulative Option,Other,ok
145031,Nippon India Fixed Horizon Fund XXXIX- Series 8- Direct Plan- Growth Option,Other,ok
145034,HDFC Ultra Short Term Fund - Direct Plan-Growth Option,Short Duration,ok
145050,Sundaram Money Market Fund Direct Plan - Growth,Liquid Fund,ok
145066,Aditya Birla Sun Life Fixed Term Plan - Series RC (1295 days) - Direct Plan - Growth,Other,ok
145069,Aditya Birla Sun Life Fixed Term Plan- Series RD (1293 days)-Direct Plan-Growth,Other,ok
145075,ICICI Prudential Manufacturing Fund - Direct Plan - Cumulative Option,Other,ok
145079,Invesco India Fixed Maturity Plan - Series 33 - Plan B - Direct - Growth,Other,ok
145083,Kotak FMP Series 246 -Direct plan - Payout of Income Distribution cum capital withdrawal Option,Other,ok
145086,Kotak FMP Series 246 - Direct Plan - Growth Option,Other,ok
145089,Aditya Birla Sun Life Fixed Term Plan - Series RE (1100 days) - Direct Plan-Growth,Other,ok
145094,TATA Fixed Maturity Plan Series 56 Sch B Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Other,ok
145096,Tata Fixed Maturity Plan Series 56 Scheme B-Direct Plan-Growth,Other,ok
145100,Aditya Birla Sun Life Fixed Term Plan - Series QR (1126 days) - Direct Plan-Growth,Other,ok
145104,HDFC FMP 1372D September 2018 (1) - Growth Option - Direct Plan,Other,ok
145110,Axis Large & Mid Cap Fund - Direct Plan - Growth,Mid Cap,ok
145122,ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Direct Plan Cumulative Option,Other,ok
145129,ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Direct Plan Cumulative Option,Other,skip
145137,Invesco India Smallcap Fund - Direct Plan - Growth,Small Cap,ok
145141,Nippon India Fixed Horizon Fund XXXIX- Series 9- Direct Plan- Growth Option,Other,ok
145145,UTI - Fixed Term Income Fund Series XXX-VI (1107 Days) - Direct Plan - Growth Option,Other,ok
145156,Reliance Fixed Horizon Fund XXXIX Series 10- Direct Plan- Growth Option,Other,skip
145161,SBI Dual Advantage Fund Series XXX - Direct Plan - Growth,Other,ok
145164,L&T FMP Series XVIII - Plan A - Direct Plan - Growth Option,Other,ok
145171,Franklin India Fixed Maturity Plans - Series 4 Plan F (1286 days)- Growth -Direct,Other,ok
145177,Nippon India Fixed Horizon Fund XXXIX- Series 11- Direct Plan- Growth Option,Other,ok
145185,ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Direct Plan Cumulative Option,Other,ok
145187,Kotak FMP Series 247 -Direct Plan -Growth option,Other,ok
145197,CANARA ROBECO FMP SERIES 8 - DIRECT PLAN - GROWTH OPTION,Other,ok
145206,Tata Small Cap Fund-Direct Plan-Growth,Small Cap,ok
145207,TATA SmallCap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Small Cap,ok
145209,TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Small Cap,ok
145212,TATA Fixed Maturity Plan Series 56 Sch C Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Other,ok
145214,Tata Fixed Maturity Plan Series 56 Scheme C-Direct Plan-Growth,Other,ok
145228,HSBC Equity Hybrid Fund - Growth Direct,Aggressive Hybrid,ok
145229,SBI Debt Fund Series C - 26 - (1125 Days) - Direct Plan - Growth,Other,ok
145236,Aditya Birla Sun Life Fixed Term Plan - Series RH (1281 days) - Direct Plan - Growth,Other,ok
145239,Kotak FMP Series 248 - Direct Plan -Payout of Income Distribution cum capital withdrawal Option,Other,ok
145240,Kotak FMP Series 248 - Direct Plan -Growth Option,Other,ok
145251,IDFC FIXED TERM PLAN SERIES - 162 (153 DAYS) - DIRECT PLAN - GROWTH,Other,skip
145272,HDFC FMP 1280D October 2018 (1) - Growth Option - Direct Plan,Other,ok
145285,HDFC FMP 1344D October 2018 (1) - Growth Option - Direct Plan,Other,ok
145295,UTI - Floater Fund - Direct Plan - Growth Option,Other,ok
145298,HDFC FMP 1274D October 2018 (1) - Growth Option - Direct Plan,Other,ok
145304,Tata Fixed Matuirty Plan Series 56 Scheme D-Direct Plan-Growth,Other,ok
145305,TATA Fixed Maturity Plan Series 56 Sch D Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Other,ok
145307,ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Direct Plan Cumulative Option,Other,ok
145318,Franklin India Fixed Maturity Plans - Series 5 Plan A (1273 days)- Growth -Direct,Other,ok
145329,UTI - Fixed Term Income Fund Series XXX-VIII (1286 Days) - Direct Plan - Growth Option,Other,ok
145339,UTI - Fixed Term Income Fund Series XXX-IX (1266 Days) - Direct Plan - Growth Option,Other,ok
145350,Nippon India Interval Fund V- Series 1- Direct Plan-Growth Option,Other,skip
145353,Aditya Birla Sun Life Fixed Term Plan - Series RI (1100 days) - Direct Plan-Growth,Other,ok
145356,Mahindra Manulife Consumption Fund - Direct Plan -Growth,Sectoral - Consumption,ok
145365,Aditya Birla Sun Life Fixed Term Plan- Series RJ (117 days)- Direct Plan - Growth,Other,skip
145372,SBI Debt Fund Series C - 27 - (391 Days) - Direct Plan - Growth,Other,ok
145376,L&T Focused Equity Fund - Direct Plan - Growth Option,Other,ok
145381,Kotak FMP Series 250-Direct Plan-Growth Option,Other,ok
145394,HDFC FMP 1261D October 2018 (1) - Growth Option - Direct Plan,Other,ok
145396,Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option,Balanced Advantage,ok
145407,Nippon India Fixed Horizon Fund XXXIX - Series 14 - Direct Plan - Growth Option,Other,ok
145412,Aditya Birla Sun Life Fixed Term Plan - Series RL (1254 days) - Direct Plan-Growth,Other,ok
145415,UTI - Fixed Term Income Fund Series XXX-X (1267 Days) - Direct Plan - Growth Option,Other,ok
145426,HDFC FMP 1265D October 2018 (1) - Growth Option - Direct Plan,Other,ok
145431,ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Direct Plan Cumulative Option,Other,ok
145440,Kotak Quarterly Interval Plan Series 12-Direct Plan-Growth,Other,skip
145443,ICICI Prudential Bharat Consumption Fund - Series 5 - Direct Plan - Cumulative Option,Sectoral - Consumption,ok
145454,DSP Healthcare Fund - Direct Plan - Growth,Sectoral - Pharma,ok
145461,HDFC FMP 1260D October 2018 (1) - Growth Option - Direct Plan,Other,ok
145469,Aditya Birla Sun Life Fixed Term Plan - Series RN (1240 days) - Direct Plan-Growth,Other,ok
145473,Union Value Fund - Direct Plan - Growth Option,Other,ok
145478,Sundaram Equity Savings Fund Direct Plan - Growth,Equity Savings,ok
145486,ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH,Liquid Fund,ok
145492,HDFC FMP 1246D NOVEMBER 2018 (1) - Growth Option - Direct Plan,Other,ok
145499,SBI Debt Fund Series C - 28 - (386 Days) - Direct Plan - Growth,Other,ok
145504,SBI Debt Fund Series C - 29 - (366 Days) - Direct Plan - Growth,Other,ok
145505,UTI - Fixed Term Income Fund Series XXX-XI (1246 Days) - Direct Plan - Growth Option,Other,ok
145515,ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Direct Plan Cumulative Option,Other,ok
145522,ICICI Prudential Capital Protection Oriented Fund - Series XIV - Plan A 1275 Days - Direct Plan - Cumulative Option,Other,ok
145528,Nippon India Fixed Horizon Fund XXXIX- Series15- Direct Plan - Growth option,Other,ok
145530,Franklin India Fixed Maturity Plans- Series 5- Plan B (1244 days)- Growth Direct,Other,ok
145536,ICICI Prudential Overnight Fund - Direct Plan - Growth,Liquid Fund,ok
145552,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,FOF - Domestic,ok
145553,UTI - Fixed Term Income Fund Series XXX-XII (1254 Days) - Direct Plan - Growth Option,Other,ok
145571,Aditya Birla Sun Life Fixed Term Plan - Series RQ (1103 days) - Direct Plan-Growth,Other,ok
145576,Aditya Birla Sun Life Fixed Term Plan - Series RO (1241 days) - Direct Plan-Growth,Other,ok
145579,Aditya Birla Sun Life Fixed Term Plan - Series RP (1239 days) - Direct Plan-Growth,Other,ok
145583,Tata Fixed Maturity Plan Series 56 Scheme F - Direct Plan - Growth,Other,ok
145584,TATA Fixed Maturity Plan Series 56 Sch F Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Other,ok
145586,Kotak Fmp series 251-1265 days-Direct Plan-Payout of Income Distribution cum capital withdrawal option ,Other,ok
145588,Kotak FMP Series 251-1265 days-Direct Paln-Gwoth option,Other,ok
145589,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option,Dynamic Bond,ok
145595,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Dynamic Bond,ok
145596,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),Dynamic Bond,ok
145599,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Direct Plan - Growth option,Aggressive Hybrid,ok
145600,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Aggressive Hybrid,ok
145602,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Aggressive Hybrid,ok
145612,Nippon India Fixed Horizon Fund XXXX - Series 1 - Direct Plan - Growth Option,Other,ok
145616,Nippon India Fixed Horizon Fund XXXX - Series 2 - Direct Plan - Growth Option,Other,ok
145619,Nippon India Fixed Horizon Fund XXXX - Series 3 - Direct Plan - Growth Option,Other,ok
145625,ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Cumulative Option,Other,ok
145628,ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Direct Plan Cumulative Option,Other,ok
145637,Kotak FMP Series 252-1261 days Direct plan-Growth option,Other,ok
145643,HDFC FMP 1232D NOVEMBER 2018 (1) - Growth Option - Direct Plan,Other,ok
145647,SBI Debt Fund Series C - 30 - (385 Days) - Direct Plan - Growth,Other,ok
145654,UTI - Fixed Term Income Fund Series XXX-XIII (1224 Days) - Direct Plan - Growth Option,Other,ok
145665,Nippon India Fixed Horizon Fund XXXX - Series 4 - Direct Plan - Growth Option,Other,ok
145670,Nippon India Interval Fund V - Series 2 - Direct Plan - Growth Option,Other,skip
145672,Axis Capital Builder Fund - Series 4 (1582 Days) - Direct Plan - Growth Option,Other,ok
145678,BANK OF INDIA Small Cap Fund Direct Plan Growth,Small Cap,ok
145682,L&T FMP Series XVIII - Plan B - Direct Plan - Growth Option,Other,ok
145688,Aditya Birla Sun Life Fixed Term Plan - Series RR (1240 days) - Direct Plan-Growth,Other,ok
145693,Mirae Asset Equity Savings Fund- Direct Plan- Growth,Equity Savings,ok
145699,Invesco India Fixed Maturity Plan - Series 33 - Plan D - Direct - Growth,Other,ok
145701,ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Direct Plan Cumulative Option,Other,ok
145709,ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Cumulative Option,Other,ok
145715,Kotak FMP Series 253-1260 days-direct paln-Payout of Income Distribution cum capital withdrawal option,Other,ok
145716,Kotak FMP Series 253-1260 days-direct plan-growth option,Other,ok
145720,HDFC FMP 1224D DECEMBER 2018 (1) - Growth Option - Direct Plan,Other,ok
145724,Tata Arbitrage Fund-Direct Plan-Growth,Arbitrage Fund,ok
145740,SBI Debt Fund Series C - 31 - (365 Days) - Direct Plan - Growth,Other,ok
145746,SBI Debt Fund Series C - 32 - (380 Days) - Direct Plan - Growth,Other,ok
145750,IDBI Dividend Yield Fund - Direct Plan - Growth,Other,ok
145751,ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Direct Plan Cumulative Option,Other,ok
145760,Nippon India Fixed Horizon Fund XXXX - Series 5 - Direct Plan - Growth Option,Other,ok
145767,IDFC Fixed Term Plan Series 163 DIRECT PLAN-GROWTH (1223 days),Other,ok
145774,Aditya Birla Sun Life Fixed Term Plan - Series RU (1225 days) - Direct Plan-Growth,Other,ok
145780,Franklin India Fixed Maturity Plans - Series5 Plan C (1259 days)- Growth Direct,Other,ok
145783,Kotak FMP Series 254-Direct Plan-Growth Option,Other,ok
145790,Nippon India Fixed Horizon Fund XXXX - Series 6 - Direct Plan - Growth Option,Other,ok
145796,HDFC FMP 1218D December 2018 (1) - Growth Option - Direct Plan,Other,ok
145807,Aditya Birla Sun Life Fixed Term Plan - Series RV (1224 days) - Direct Plan-Growth,Other,ok
145810,Nippon India Overnight Fund - Direct Plan - Growth Option,Liquid Fund,ok
145819,Shriram ELSS Tax Saver Fund - Direct Growth,ELSS,ok
145834,Motilal Oswal Liquid Fund - Direct Growth,Liquid Fund,ok
145838,UTI - Fixed Term Income Fund Series XXX-XIV (1209 Days) - Direct Plan - Growth Option,Other,ok
145845,UTI - Fixed Term Income Fund Series XXX-XV (1223 Days) - Direct Plan - Growth Option,Other,ok
145855,SBI Debt Fund Series C - 33 (1216 Days) - Direct Plan - Growth,Other,ok
145860,HDFC FMP 1211D December 2018 (1) - Growth Option - Direct Plan,Other,ok
145866,HDFC FMP 1203D December 2018 (1) - Growth Option - Direct Plan,Other,ok
145880,Nippon India Fixed Horizon Fund XXXX - Series 7 - Direct Plan - Growth Option,Other,ok
145895,LIC MF Arbitrage Fund-Direct Plan-Growth,Arbitrage Fund,ok
145897,ICICI Prudential India Opportunities Fund - Direct Plan - Cumulative Option,Other,ok
145902,Kotak FMP Series 255-Direct Plan-Growth n,Other,ok
145905,ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Direct Plan Cumulative Option,Other,ok
145917,Nippon India Fixed Horizon Fund XXXX - Series 8 - Direct Plan - Growth Option,Other,ok
145919,Aditya Birla Sun Life Fixed Term Plan - Series RW (1202 days) - Direct Plan-Growth,Other,ok
145925,Aditya Birla Sun Life Fixed Term Plan - Series RX (1200 days) - Direct Plan-Growth,Other,ok
145929,Franklin India Fixed Maturity Plans -Series 5 Plan D (1238 days)- Growth - Direct,Other,ok
145939,UTI - Fixed Term Income Fund Series XXXI-I (1209 Days) - Direct Plan - Growth Option,Other,ok
145944,Aditya Birla Sun Life Fixed Term Plan - Series RY (1199 days) - Direct Plan-Growth,Other,ok
145947,SBI DEBT FUND SERIES C - 34 (1211 DAYS) - DIRECT PLAN - GROWTH,Other,ok
145954,LIC MF Short Duration Fund-Direct Plan-Growth,Short Duration,ok
